"H",1,2,5,0,6650,3840
"H",1,2,5,1,2716,1881
"H",1,2,5,10,2,2
"H",1,2,5,11,1,1
"H",1,2,5,2,1318,995
"H",1,2,5,3,607,502
"H",1,2,5,4,274,247
"H",1,2,5,5,104,91
"H",1,2,5,6,35,33
"H",1,2,5,7,17,17
"H",1,2,5,8,12,12
"H",1,2,5,9,3,3
"H",1,2,6,-1,1405,671
"H",1,2,6,-11,1,0
"H",1,2,6,-2,637,235
"H",1,2,6,-3,312,71
"H",1,2,6,-4,132,19
"H",1,2,6,-5,42,6
"H",1,2,6,-6,20,1
"H",1,2,6,-7,5,1
"H",1,2,6,-8,1,0
"H",1,2,6,0,5592,3354
"H",1,2,6,1,2866,2003
"H",1,2,6,10,6,6
"H",1,2,6,11,1,1
"H",1,2,6,13,1,1
"H",1,2,6,2,1408,1082
"H",1,2,6,3,670,559
"H",1,2,6,4,292,259
"H",1,2,6,5,101,90
"H",1,2,6,6,48,46
"H",1,2,6,7,23,22
"H",1,2,6,8,12,12
"H",1,2,6,9,4,4
"H",1,2,7,-1,748,362
"H",1,2,7,-10,2,0
"H",1,2,7,-2,349,141
"H",1,2,7,-3,165,40
"H",1,2,7,-4,76,14
"H",1,2,7,-5,27,4
"H",1,2,7,-6,13,1
"H",1,2,7,-7,1,0
"H",1,2,7,0,2809,1688
"H",1,2,7,1,1649,1159
"H",1,2,7,10,2,2
"H",1,2,7,11,1,1
"H",1,2,7,12,1,1
"H",1,2,7,2,881,694
"H",1,2,7,3,408,353
"H",1,2,7,4,167,138
"H",1,2,7,5,96,91
"H",1,2,7,6,25,24
"H",1,2,7,7,20,20
"H",1,2,7,8,4,4
"H",1,2,7,9,2,1
"H",1,2,8,-1,868,423
"H",1,2,8,-10,1,0
"H",1,2,8,-2,481,197
"H",1,2,8,-3,215,65
"H",1,2,8,-4,78,15
"H",1,2,8,-5,37,3
"H",1,2,8,-6,12,1
"H",1,2,8,-7,2,0
"H",1,2,8,-8,2,0
"H",1,2,8,-9,1,0
"H",1,2,8,0,3512,2197
"H",1,2,8,1,1895,1342
"H",1,2,8,10,4,4
"H",1,2,8,11,1,1
"H",1,2,8,12,1,1
"H",1,2,8,14,2,2
"H",1,2,8,15,1,1
"H",1,2,8,2,958,769
"H",1,2,8,3,523,453
"H",1,2,8,4,174,161
"H",1,2,8,5,91,84
"H",1,2,8,6,23,23
"H",1,2,8,7,19,19
"H",1,2,8,8,8,8
"H",1,2,8,9,3,3
"H",2,0,1,-1,31813,14495
"H",2,0,1,-10,57,0
"H",2,0,1,-11,16,0
"H",2,0,1,-12,13,0
"H",2,0,1,-13,4,0
"H",2,0,1,-14,1,0
"H",2,0,1,-2,16602,5729
"H",2,0,1,-3,8461,2180
"H",2,0,1,-4,4056,744
"H",2,0,1,-5,1997,311
"H",2,0,1,-6,1095,83
"H",2,0,1,-7,512,30
"H",2,0,1,-8,247,12
"H",2,0,1,-9,127,4
"H",2,0,1,0,73982,42984
"H",2,0,1,1,22540,15663
"H",2,0,1,10,17,17
"H",2,0,1,11,6,6
"H",2,0,1,12,3,3
"H",2,0,1,13,3,3
"H",2,0,1,14,1,1
"H",2,0,1,15,1,1
"H",2,0,1,2,11203,8789
"H",2,0,1,3,5405,4621
"H",2,0,1,4,2393,2194
"H",2,0,1,5,936,878
"H",2,0,1,6,341,332
"H",2,0,1,7,167,162
"H",2,0,1,8,74,74
"H",2,0,1,9,36,35
"H",2,0,2,-1,8170,4025
"H",2,0,2,-10,12,0
"H",2,0,2,-11,4,0
"H",2,0,2,-12,4,0
"H",2,0,2,-13,3,0
"H",2,0,2,-2,4264,1647
"H",2,0,2,-3,2157,638
"H",2,0,2,-4,1054,246
"H",2,0,2,-5,537,101
"H",2,0,2,-6,292,29
"H",2,0,2,-7,133,11
"H",2,0,2,-8,55,3
"H",2,0,2,-9,39,2
"H",2,0,2,0,19188,11861
"H",2,0,2,1,6045,4296
"H",2,0,2,10,4,4
"H",2,0,2,11,5,5
"H",2,0,2,13,1,1
"H",2,0,2,15,1,1
"H",2,0,2,2,3093,2505
"H",2,0,2,3,1394,1216
"H",2,0,2,4,655,600
"H",2,0,2,5,279,261
"H",2,0,2,6,121,119
"H",2,0,2,7,60,58
"H",2,0,2,8,25,25
"H",2,0,2,9,10,10
"H",2,0,3,-1,2170,1147
"H",2,0,3,-10,3,0
"H",2,0,3,-12,1,0
"H",2,0,3,-14,1,0
"H",2,0,3,-2,1078,463
"H",2,0,3,-3,530,171
"H",2,0,3,-4,248,50
"H",2,0,3,-5,112,17
"H",2,0,3,-6,72,7
"H",2,0,3,-7,25,2
"H",2,0,3,-8,18,1
"H",2,0,3,-9,10,2
"H",2,0,3,0,4949,3170
"H",2,0,3,1,1931,1442
"H",2,0,3,10,5,5
"H",2,0,3,11,1,1
"H",2,0,3,13,1,1
"H",2,0,3,2,1030,840
"H",2,0,3,3,498,444
"H",2,0,3,4,235,221
"H",2,0,3,5,100,96
"H",2,0,3,6,45,42
"H",2,0,3,7,20,20
"H",2,0,3,8,20,20
"H",2,0,3,9,4,4
"H",2,0,4,-1,1887,1058
"H",2,0,4,-10,2,0
"H",2,0,4,-11,1,0
"H",2,0,4,-2,1085,478
"H",2,0,4,-3,523,185
"H",2,0,4,-4,271,73
"H",2,0,4,-5,149,35
"H",2,0,4,-6,74,9
"H",2,0,4,-7,37,5
"H",2,0,4,-8,20,1
"H",2,0,4,-9,9,0
"H",2,0,4,0,4206,2832
"H",2,0,4,1,1575,1203
"H",2,0,4,10,3,3
"H",2,0,4,11,2,2
"H",2,0,4,2,783,667
"H",2,0,4,3,339,302
"H",2,0,4,4,166,158
"H",2,0,4,5,76,73
"H",2,0,4,6,33,32
"H",2,0,4,7,25,25
"H",2,0,4,8,5,5
"H",2,0,4,9,5,5
"H",2,0,5,-1,354,193
"H",2,0,5,-10,1,0
"H",2,0,5,-11,1,0
"H",2,0,5,-14,1,0
"H",2,0,5,-2,187,81
"H",2,0,5,-3,85,25
"H",2,0,5,-4,37,7
"H",2,0,5,-5,15,4
"H",2,0,5,-6,6,1
"H",2,0,5,-7,3,0
"H",2,0,5,-8,1,0
"H",2,0,5,0,800,530
"H",2,0,5,1,469,380
"H",2,0,5,11,1,1
"H",2,0,5,12,2,2
"H",2,0,5,2,261,225
"H",2,0,5,3,116,104
"H",2,0,5,4,70,68
"H",2,0,5,5,23,22
"H",2,0,5,6,15,15
"H",2,0,5,7,4,4
"H",2,0,5,8,5,5
"H",2,0,5,9,3,3
"H",2,0,6,-1,691,416
"H",2,0,6,-10,3,0
"H",2,0,6,-12,1,0
"H",2,0,6,-13,1,0
"H",2,0,6,-2,310,137
"H",2,0,6,-3,176,69
"H",2,0,6,-4,65,16
"H",2,0,6,-5,35,9
"H",2,0,6,-6,24,4
"H",2,0,6,-7,8,2
"H",2,0,6,-8,5,0
"H",2,0,6,-9,3,0
"H",2,0,6,0,1575,1091
"H",2,0,6,1,758,588
"H",2,0,6,10,1,1
"H",2,0,6,11,1,1
"H",2,0,6,2,381,322
"H",2,0,6,3,191,172
"H",2,0,6,4,95,91
"H",2,0,6,5,45,42
"H",2,0,6,6,19,18
"H",2,0,6,7,12,12
"H",2,0,6,8,10,10
"H",2,0,6,9,3,3
"H",2,0,7,-1,435,293
"H",2,0,7,-10,1,0
"H",2,0,7,-11,1,0
"H",2,0,7,-2,217,102
"H",2,0,7,-3,106,39
"H",2,0,7,-4,56,18
"H",2,0,7,-5,29,4
"H",2,0,7,-6,9,2
"H",2,0,7,-7,13,2
"H",2,0,7,-8,7,1
"H",2,0,7,0,962,684
"H",2,0,7,1,472,363
"H",2,0,7,10,1,1
"H",2,0,7,2,240,209
"H",2,0,7,3,110,103
"H",2,0,7,4,67,61
"H",2,0,7,5,26,24
"H",2,0,7,6,12,11
"H",2,0,7,7,6,6
"H",2,0,7,8,5,5
"H",2,0,7,9,4,4
"H",2,0,8,-1,461,290
"H",2,0,8,-2,229,126
"H",2,0,8,-3,126,60
"H",2,0,8,-4,63,26
"H",2,0,8,-5,34,15
"H",2,0,8,-6,15,6
"H",2,0,8,-7,13,4
"H",2,0,8,-8,2,0
"H",2,0,8,-9,1,0
"H",2,0,8,0,943,702
"H",2,0,8,1,464,378
"H",2,0,8,10,1,1
"H",2,0,8,2,233,203
"H",2,0,8,3,110,100
"H",2,0,8,4,63,59
"H",2,0,8,5,31,29
"H",2,0,8,6,12,12
"H",2,0,8,7,5,5
"H",2,0,8,8,4,4
"H",2,0,8,9,2,2
"H",2,1,1,-1,21500,9186
"H",2,1,1,-10,38,0
"H",2,1,1,-11,11,0
"H",2,1,1,-12,8,0
"H",2,1,1,-13,1,0
"H",2,1,1,-2,11075,3463
"H",2,1,1,-3,5689,1318
"H",2,1,1,-4,2710,415
"H",2,1,1,-5,1324,173
"H",2,1,1,-6,722,47
"H",2,1,1,-7,330,14
"H",2,1,1,-8,168,6
"H",2,1,1,-9,77,0
"H",2,1,1,0,49826,27671
"H",2,1,1,1,17084,11622
"H",2,1,1,10,21,21
"H",2,1,1,11,6,6
"H",2,1,1,12,3,3
"H",2,1,1,13,3,3
"H",2,1,1,14,1,1
"H",2,1,1,2,8583,6610
"H",2,1,1,3,4263,3585
"H",2,1,1,4,1896,1728
"H",2,1,1,5,784,729
"H",2,1,1,6,341,333
"H",2,1,1,7,175,168
"H",2,1,1,8,82,82
"H",2,1,1,9,41,40
"H",2,1,2,-1,8872,4022
"H",2,1,2,-10,14,0
"H",2,1,2,-11,7,0
"H",2,1,2,-12,6,0
"H",2,1,2,-13,2,0
"H",2,1,2,-2,4783,1695
"H",2,1,2,-3,2444,631
"H",2,1,2,-4,1206,231
"H",2,1,2,-5,586,93
"H",2,1,2,-6,335,38
"H",2,1,2,-7,153,6
"H",2,1,2,-8,64,4
"H",2,1,2,-9,43,2
"H",2,1,2,0,20627,12052
"H",2,1,2,1,7810,5478
"H",2,1,2,10,9,9
"H",2,1,2,11,8,8
"H",2,1,2,12,3,3
"H",2,1,2,13,2,2
"H",2,1,2,14,1,1
"H",2,1,2,15,1,1
"H",2,1,2,2,3978,3160
"H",2,1,2,3,1995,1709
"H",2,1,2,4,988,889
"H",2,1,2,5,465,428
"H",2,1,2,6,224,218
"H",2,1,2,7,94,91
"H",2,1,2,8,44,43
"H",2,1,2,9,21,21
"H",2,1,3,-1,3143,1498
"H",2,1,3,-10,4,0
"H",2,1,3,-2,1537,535
"H",2,1,3,-3,740,230
"H",2,1,3,-4,347,79
"H",2,1,3,-5,173,26
"H",2,1,3,-6,99,12
"H",2,1,3,-7,39,5
"H",2,1,3,-8,20,2
"H",2,1,3,-9,9,2
"H",2,1,3,0,7630,4609
"H",2,1,3,1,3775,2698
"H",2,1,3,10,6,6
"H",2,1,3,11,1,1
"H",2,1,3,13,1,1
"H",2,1,3,2,2234,1794
"H",2,1,3,3,1214,1073
"H",2,1,3,4,632,574
"H",2,1,3,5,283,255
"H",2,1,3,6,134,132
"H",2,1,3,7,50,49
"H",2,1,3,8,28,28
"H",2,1,3,9,8,8
"H",2,1,4,-1,2701,1354
"H",2,1,4,-10,4,0
"H",2,1,4,-11,2,0
"H",2,1,4,-12,1,0
"H",2,1,4,-2,1560,596
"H",2,1,4,-3,796,252
"H",2,1,4,-4,419,90
"H",2,1,4,-5,221,40
"H",2,1,4,-6,129,18
"H",2,1,4,-7,63,3
"H",2,1,4,-8,23,1
